dish_room_warped_door	430
crucifixion_scene	431
overcome	432
interest	433
my_foot	434
view_of_street	435
tables	436
mounted_on_wall_high_above_right_near_his_office_entrance	437
intact	438
plywood_shelf	439
carnage	440
twelve_brats	441
wooden_cross	442
except_that_in_such_high_concentrations_actually_toxic	443
dish_room_wooden_door	444
her_leg	445
written_on_goldschmidt_'s	446
three_points	447
strained_relationship_with_nikolai	448
varied_sizes	449
propped	450
largest_fixture	451
wench	452
your_reflex	453
left_leg	454
notepad	455
green_awning	456
angela_whispers	457
sofia	458
bright_trapezoid	459
cement	460
can_grasped	461
rest_of_me	462
clean_cotton_bed_sheet	463
now_remnants_of_dinner_specials	464
window_to_goldschmidt_'s_pawnshop_on_side	465
nikolai_'s_lap_scarcely_conscious_with_just_trace_from_twin_teeth_marks	466
reclaimed	467
dead_end	468
window19th_street_east_a_street-front_window	469
small_balcony	470
splashed_across_back_wall_of_bathroom_certainly_nowhere_near_toilet	471
locked	472
recent_graffiti_artist	473
can_safely_grasped_without_aid_of_polyester_shirt	474
business	475
they_lodge_beneath_skin	476
gag	477
gristly_ordeal	478
arm	479
next	480
enough	481
your_report	482
scattered_around_room	483
bacterial_growth	484
other_pieces	485
nikolai_'s_lap_with_trace_of_blood_dribbling_from_twin_teeth_marks_in_her_neck	486
brass_key	487
multiple_environments	488
wail_of_distant_sirens	489
crabgrass	490
already_part	491
table	492
walk-in_refrigerator	493
beam	494
flashlight_fall_off_of_her_chain	495
small_flashlight_fall_off_of_her_chain	496
rush	497
foamy_amber_liquid	498
things	499
three_stories	500
later_ejected_from_chopper_at_high_velocity	501
his_affliction	502
ordeal	503
tangled_mound	504
fixture	505
ten-year-olds	506
grist	507
nikolai_'s_lap_conscious_with_trace	508
wall_of_bathroom	509
last_two_letters_in_black_spray_paint	510
tissue	511
broken_glass	512
rounded_by_cobweb_nets	513
window_.19_street_west	514
foot_festering_in_bottom	515
wide_mirror	516
can_grasped_without_aid_of_polyester_shirt	517
degrees_above_zero_celsius	518
drain_pipe	519
smell_of_searing_flesh	520
ejected_from_chopper_at_high_velocity	521
flashlight_fall	522
kind_of_grumpy	523
mass	524
pushed	525
nikolai_'s_lap_conscious	526
nikolai_'s_lap_scarcely_conscious_with_just_trace_of_blood_dribbling	527
cracked	528
degree_in_fine_arts	529
sweetie	530
you_can_lock	531
disgust	532
nothing_noteworthy_about_storm_gutter_.19	533
multiple_rich_environments	534
even_actions	535
smoke_of_cauterization	536
exotic_revue	537
pitcher	538
remaining_parts	539
little_.19_street_east_street-front_window	540
nothing_sensible	541
kind	542
center_of_room	543
now_clich	544
her_body	545
nikolai_'s_lap_with_trace_of_blood_dribbling_from_teeth_marks_in_her_neck	546
unit_dish_machine_with_steel_dish_table	547
sidewalk_.19_street	548
goldschmidt_'s_pawnshop_on_north_side_of_19th_street	549
disco_.19	550
evidence	551
dish_room_door	552
have_removed	553
ceiling	554
trapezoid	555
himself	556
pale	557
drained_entirely	558
illegible	559
screw	560
small	561
early_friday_morning	562
barely_wide_enough	563
door_fixed_in_place_.19	564
few_degrees_above_zero_celsius	565
open_drain_cover	566
filled	567
water	568
then_overcome_with_epileptic_seizures	569
beer	570
nikolai_'s_lap_with_just_trace	571
location	572
now_remnants_of_long_ago_dinner_specials	573
green_dumpster	574
rivulets	575
well_enough	576
nothing19th_street	577
nothing_unexpected_street_east_street-front_window	578
organ	579
parking_violations	580
newspaper19th_street	581
she_has_risen_nearly	582
left_end	583
several_inches	584
angela_'s_neck	585
nightly_aliquots	586
their_own_force	587
seizure	588
nikolai_'s_lap_with_just_trace_of_blood_dribbling_from_teeth_marks_in_her_neck	589
refrigerator_nikolai	590
repair_bar_stools	591
fellow	592
chopper	593
entrails_free_from_blade	594
nikolai_'s_lap_conscious_with_just_trace_from_teeth_marks_in_her_neck	595
your_grasp	596
unbearable_pain	597
effect	598
tight_dimensions	599
woman_whispers	600
except_that_in_such_high_concentrations_toxic	601
her_expression	602
ceiling_tunnel	603
window_.19_street_east_a_street-front_window	604
nikolai_'s_lap_with_trace_of_blood_dribbling	605
largely_duct_tape	606
galley_kitchen_about_eight_feet_long	607
your_escape	608
uneven	609
key	610
linoleum_counter_top	611
side	612
grill_cook	613
their_own_force_of_will	614
openings	615
back_wall	616
ice	617
crabgrass_.19_street	618
just_happy	619
dried_rivulets	620
machine	621
high_velocity	622
her_left_arm	623
rich_environments	624
nikolai_'s_lap_scarcely_conscious_with_just_trace_of_blood_dribbling_from_teeth_marks	625
vegetables	626
entrails_free	627
annual_health_of_restaurant	628
vampire_culture	629
stainless_steel_dish_table_on_side	630
has_locked_with_boot	631
still_several_inches	632
unreadable_.19_street_east_street-front_window	633
ill-maintained	634
garlic	635
neon_sign_.19	636
bread_from_food_pantry	637
sudden_crack_like_bone_breaking	638
except_that_in_high_concentrations_toxic	639
dead	640
warped_wooden_door	641
bar_area	642
now_dry_remnants_of_ago_dinner_specials	643
nikolai_'s_lap_scarcely_conscious_with_trace_of_blood_dribbling_from_teeth_marks_in_her_neck	644
nikolai_'s_lap_with_trace_from_teeth_marks_in_her_neck	645
distance	646
intestines	647
student_visa	648
street_east_street-front_window	649
aliquots_of_blood	650
bar_to19th_street_east_street-front_window	651
cover	652
nikolai_'s_office_nikolai_'s_office	653
side_of_street	654
your_business	655
corpse	656
made_of_sterling_silver	657
goldschmidt_'s_pawnshop_on_side_of_19th_street	658
deafened	659
search_carefully	660
nothing_of_interest_in_cars	661
use	662
happy	663
they	664
parts	665
splashed_across_back_wall_nowhere_near_toilet	666
balcony_sky_box_above_his_restaurant	667
drain	668
unit_dish_machine	669
nothing_street_east_street-front_window	670
freshly_attached_left_leg	671
splashed_nowhere_near_toilet	672
leg_wriggles	673
south_end	674
drain_pipe_in_ceiling	675
tangled_mound_of_human_limbs	676
aliquots	677
middle-aged_woman	678
you_can_unlock	679
nikolai_'s_lap_conscious_with_trace_from_teeth_marks_in_her_neck	680
nikolai_'s_lap_with_trace	681
your_arm	682
tangled_mound_of_putrefying_limbs	683
nikolai_'s_sanitation_rating	684
crumbs	685
alley_windowless_brick_walls	686
main_floor	687
small_flashlight_fall_off_of_her_key_chain	688
stained	689
ejected_from_chopper_at_velocity	690
their_immortality	691
protective_cover	692
narrow_beam	693
19th_street	694
pawnshop_on_north_side_of_19th_street	695
able	696
can_grasped_without_aid_of_newspaper	697
their_opponents	698
hour_.19	699
distance_.19	700
waiting	701
bar_on19th_street_east_window	702
rage_of_lunatic	703
situation	704
exotic_revue_.19	705
hanibal	706
rag_doll_across_nikolai_'s_corpulent_lap	707
mounted_on_wall_right_near_his_office_entrance	708
long_window	709
foot_festering	710
her_left_leg	711
dinner_shift	712
brick_walls	713
scar	714
notepad19th_street_east_a_street-front_window	715
stained_clean_with_abrasive_solution	716
peristaltic_waves	717
last_two_letters_in_spray_paint	718
blood_stains_on_his_face	719
fine_arts	720
it_twists	721
whole_arm	722
nikolai_'s_lap_scarcely_conscious_with_just_trace_from_twin_teeth_marks_in_her_neck	723
its_socket	724
19th_street_east_street-front_window	725
sanitation_rating_of_-75	726
stained_clean_with_oxidizing_solution	727
dry_remnants_of_dinner_specials	728
his_head	729
still_inches	730
sense_of_claustrophobia	731
nikolai_'s_lap_scarcely_conscious_with_trace_of_blood_dribbling_from_twin_teeth_marks	732
your_hand	733
dining_room	734
hard-luck_vagabonds	735
human_hand	736
remains	737
nothing_written	738
refrigerator	739
that	740
then_sight	741
lavatory	742
severed_foot_festering_in_bottom	743
us	744
ptomaine_poisoning	745
nikolai_'s_lap_scarcely_conscious_with_just_trace_of_blood_dribbling_from_twin_teeth_marks	746
i	747
something	748
unfrosted_bulb	749
things_on_goldschmidt_'s_door	750
buffalo_chopper	751
waiting_for_answer	752
north_ceiling_tunnel	753
transylvanian_type_vampires	754
your_official_report	755
scarred	756
lore	757
hidden	758
rag_doll_across_nikolai_'s_lap	759
nikolai_'s_lap_with_just_trace_from_twin_teeth_marks	760
many	761
dish_table	762
attached_leg	763
her_abdomen	764
nikolai_'s_lap_scarcely_conscious_with_trace_of_blood_dribbling_from_twin_teeth_marks_in_her_neck	765
unaware	766
leg_wriggles_snakelike	767
narrow_street	768
held	769
splashed_across_wall_certainly_nowhere_near_toilet	770
window_on_side_of_street	771
darkness	772
street_on_third_of_month	773
they_lodge_beneath_skin_of_your_fingertips	774
wail	775
window_shatters	776
complex_mixture_down_street	777
its_fixtures	778
largest_part	779
blasted	780
marked	781
spaced	782
culprit	783
two_letters	784
nothing_suitable	785
rectangular_green_dumpster	786
bar_to19th_street_east_window	787
really_good_man	788
street_east_window	789
answer	790
just_inspected	791
plaster_walls	792
loose_wire	793
sofia_kozyar	794
otherwise_ceiling_tunnel	795
pawnshop	796
pulpy_mass	797
nikolai_'s_lap_conscious_with_trace_from_twin_teeth_marks_in_her_neck	798
nothing_of_interest_in_neon_sign	799
restaurant	800
pieces	801
dish_rack	802
goldschmidt	803
futile_street_east_street-front_window	804
her_bread_run	805
themselves	806
moment_later_ejected	807
office_nikolai	808
nothing_noteworthy	809
it_twists_into_place	810
refrigerator_nikolai_'s_refrigerator	811
mounted_on_wall_high_right_near_his_office_entrance	812
baby	813
drain_cover	814
police_arrive	815
shards_of_glass	816
small_balcony_outside_nikolai_'s_office_loft	817
jackson_pollack_pattern	818
city	819
blade	820
splashed_across_wall_of_bathroom_nowhere_near_toilet	821
galley_kitchen_long	822
securely_gated	823
body	824
street	825
severed_foot_festering_in_bottom_of_cauldron	826
moldy_pylons	827
unnecessary_.19_street_east_street-front_window	828
nikolai_'s_lap_scarcely_conscious	829
limb	830
display	831
here	832
bar_on_19th_street	833
notes	834
coven	835
warped_plywood_shelf	836
dinky	837
small_flashlight_fall	838
wooden_desk	839
window_to_goldschmidt_'s_pawnshop_on_side_of_street	840
flashlight_fall_off_of_her_key_chain	841
growth	842
neat_display_of_merchandise	843
buckled_sidewalk	844
really_man	845
nothing_noteworthy_about_neon_sign_.19	846
twelve_screaming_brats	847
floor	848
final_sanitation_rating_of_-75	849
low_ceiling_restroom	850
their_force_of_will	851
five_points	852
more_than_hundred_varieties	853
today	854
nothing_of_interest	855
morning	856
lap_scarcely_conscious_with_just_trace_of_blood_dribbling_from_twin_teeth_marks_in_neck	857
container_street_east_street-front_window	858
you	859
yesterday_'s_crumbs	860
unattractive_view	861
unable	862
pushed_carelessly	863
aluminum_placard_.19_street	864
unpaid_invoices_litter_nikolai	865
police_sirens	866
sterling_silver	867
tugging	868
your_nose_burns	869
storm_drain_.19	870
moment_later_ejected_from_chopper_at_high_velocity	871
unit_dish_machine_with_steel_dish_table_on_side	872
pain	873
remnants_of_long_dinner_specials	874
nikolai_'s_lap_with_just_trace_from_teeth_marks_in_her_neck	875
nothing_noteworthy_about	876
his_wounds	877
almost_seizure_inducing	878
man	879
its_only_fixtures	880
restart	881
love	882
nikolai_'s_lap_conscious_with_just_trace_from_twin_teeth_marks_in_her_neck	883
see	884
sidewalk_inspection	885
working_leg	886
closely_spaced	887
stained_clean_with_solution	888
bar_on19th_street_east_street-front_window	889
right_his_office_entrance	890
container_.19_street_east_street-front_window	891
futile_.19_street_east_street-front_window	892
nothing_unexpected_.19_street_east_street-front_window	893
searing_pain	894
nikolai_'s_lap_conscious_with_just_trace_of_blood_dribbling_from_twin_teeth_marks	895
notepad_.19_street	896
is	897
nikolai_'s_lap_with_trace_of_blood_dribbling_from_teeth_marks	898
her_skin	899
neck	900
goldschmidt_'s_pawnshop_on_north_side	901
west	902
goldschmidt_'s_pawnshop_on_side_of_street	903
inspected_ago	904
glass_shard	905
places	906
other_cars	907
likely	908
look_at_you	909
back_wall_of_bathroom	910
out_food_trough	911
greasy_leaks	912
balcony	913
awning	914
rest	915
except_that_in_high_concentrations_actually_toxic	916
crib	917
.19_street_east_street-front_window	918
waves	919
now_as_pale	920
other_articles	921
sidewalk19th_street_east_a_street-front_window	922
little_disco_.19	923
they_lodge	924
alcoholic_ten-year-olds	925
fine	926
your_district	927
they_are_pointing	928
final_limb	929
storm_gutter	930
dry_remnants_of_long_ago_dinner_specials	931
knife_marks	932
yesterday	933
exit_to_east	934
one_corner_of_labyrinth	935
rickety_set	936
cross	937
too_fine	938
straight_unit_dish_machine	939
east	940
dry	941
ceiling_restroom	942
her_right_leg	943
spot	944
wall_from_vents	945
three-story_tenements	946
sense_of_betrayal	947
right_foot	948
galley_kitchen	949
window_to_goldschmidt_'s_pawnshop_on_north_side	950
road	951
ten_points	952
police_sirens_nearby	953
19th_street_west	954
buried	955
hannibal_'s_exotic_revue_.19	956
north_low_ceiling_tunnel	957
dish_room_manhole-size_drain_cover	958
written_on	959
sofia_'s_body	960
their_transylvanian_cousins	961
stench_of_cauterized_flesh	962
nothing_.19_street_east_street-front_window	963
your_curses	964
tourniquet	965
blades	966
feet_above_dining_room_tables	967
two_letters_in_spray_paint	968
quite_careful_attention	969
nikolai_'s_lap_scarcely_conscious_with_trace_of_blood_dribbling	970
reclaimed_from_abandoned_grade_school	971
newspaper_.19_street	972
go	973
now_dry_remnants	974
flashlight_fall_off	975
south_side	976
door_with_window	977
pool	978
winding	979
severed_foot	980
air	981
health_of_restaurant	982
stop-action_speed	983
sidewalk	984
except_that_in_such_concentrations_actually_toxic	985
can_safely_grasped_without_aid	986
nikolai_'s_dining_room	987
relatively_small	988
balcony_outside_nikolai_'s_office_loft	989
dish_room	990
humid_air	991
sharp_fellow	992
window_to_goldschmidt_'s_pawnshop	993
otherwise_north_low_ceiling_tunnel	994
note	995
wooden_door	996
angela_'s_unconscious_body	997
assortment	998
except_that_in_such_concentrations_toxic	999
even_it_meant	1000
can_grasped_without_aid_of_knit_tie	1001
your_jurisdiction	1002
door_newspaper	1003
nikolai_'s_lap_scarcely_conscious_with_just_trace	1004
weapon	1005
remnants	1006
last_two_letters	1007
very_good_man	1008
greasy_effluent_leaks	1009
damp_sheet	1010
aghast	1011
epileptic_seizures	1012
designed	1013
autumn_breeze	1014
your_last_tour	1015
just_inspected_six_months_ago	1016
knit_tie	1017
his_soiled_cooking	1018
all_but_smallest_debris	1019
sight	1020
two_basin_sink	1021
woman_slight	1022
bar19th_street_east_street-front_window	1023
wooden_prep_table	1024
yet_impermanent	1025
momentary_blast	1026
puree	1027
unattractive_view_of_street	1028
east/west_sidewalk	1029
grate	1030
his_cooking	1031
corner	1032
good_man	1033
dish_machine	1034
almost_seizure	1035
time	1036
velocity	1037
me	1038
door_to_no	1039
next_day	1040
19th_street_on_third_of_month	1041
foot_in_dish_machine	1042
dry_remnants_of_long_dinner_specials	1043
first_aid_kit	1044
astringent_smell_of_fresh_bleach	1045
can_safely_grasped	1046
three_fingers	1047
nikolai_'s_lap_conscious_with_just_trace	1048
splashed_certainly_nowhere	1049
me_abducted	1050
someone	1051
third_of_month	1052
glass_street	1053
polyester_shirt_.19_street	1054
splashed	1055
blast_of_thunder	1056
right_leg_wriggles_snakelike_into_location	1057
nikolai_'s_lap_with_just_trace_of_blood_dribbling	1058
one_corner	1059
large_screw	1060
she_has_risen_to_ceiling	1061
blast	1062
your_sleeve	1063
search_more_carefully	1064
steps_to_dining_room	1065
little_street_east_street-front_window	1066
anyone	1067
entrails	1068
window	1069
several_feet	1070
severed_foot_festering	1071
nikolai_'s_lap_with_just_trace_from_teeth_marks	1072
notepad19th_street	1073
waiting_for_answer_from_you	1074
nikolai_'s_lap_scarcely_conscious_with_trace_of_blood_dribbling_from_teeth_marks	1075
my_hand	1076
your_jurisdiction_.19	1077
door.bar_sunlight	1078
space	1079
moment_later_ejected_from_chopper_at_velocity	1080
wooden_cross_transylvanian_type_vampires	1081
sun	1082
her_arms	1083
blood_stains_on_his_own_face	1084
cars	1085
nothing19th_street_east_window	1086
splashed_across_wall_nowhere_near_toilet	1087
door_in_letter_opener	1088
chest	1089
view	1090
window_to_goldschmidt_'s_pawnshop_on_north_side_of_19th_street	1091
other_corner	1092
as_pale	1093
can_safely_grasped_without_aid_of_knit_tie	1094
your_trusty_notepad	1095
lavatory_ceiling_restroom	1096
nikolai_'s_lap_conscious_with_just_trace_of_blood_dribbling_from_teeth_marks	1097
ill-maintained_balcony_sky_box	1098
attached_faucet	1099
your_attention	1100
porcelain_toilet	1101
straight_unit_dish_machine_with_steel_dish_table	1102
even_simplest_actions	1103
sanitation_rating	1104
evidence_of_sanitation	1105
surprizingly_quiet	1106
letter_opener	1107
thorough_inspection	1108
few_blades	1109
three_stories_on_side	1110
held_in_place_by_large_screw	1111
homeless	1112
plop	1113
desk	1114
nothing_of_interest_in_neon_sign_.19	1115
police_sirens_nearby.bar_sunlight	1116
avenue_mission	1117
steam_table	1118
ice_in_rinse_basin	1119
later_ejected	1120
present	1121
bar	1122
limb_into_her_coffin	1123
unreadable_street_east_street-front_window	1124
still_inches_from_your_grasp	1125
written_on_goldschmidt_'s_door	1126
mound_of_limbs	1127
severed_human_hand	1128
neat_display_of_hocked_merchandise	1129
her_neck	1130
nothing_of_interest_in_storm_gutter_.19	1131
rhetorical	1132
their_cousins	1133
tangled_mound_of_limbs	1134
sheet	1135
now_pale	1136
print	1137
say	1138
ejected	1139
tongs	1140
bratislavan_vampires	1141
nikolai_'s_lap_with_just_trace_from_twin_teeth_marks_in_her_neck	1142
whole_working_arm	1143
now_remnants_of_ago_dinner_specials	1144
wall_from_overhead_vents	1145
19th_street_east_a_street-front_window	1146
alarmed	1147
her_place	1148
your_own_money	1149
you_tap	1150
remnants_of_ago_dinner_specials	1151
little	1152
right_foot_in_dish_machine	1153
mimesis	1154
