	0
corner_of_room	262
its_mechanical_belly	263
shelves_far	264
cavernous_room	265
rare_books_room	266
exit_to_southeast	267
copy	268
your_id_card	269
one_point	270
wall	271
computers	272
voice_over_the_PA_system_announces_"The_library_is_closing!"	273
air	274
northwest	275
flourescent_lighting	276
that_game_you_scored_11_out_of_a_possible_30,_in_127_turns.	277
piece	278
combined_output_of_several_dozen_computers	279
that_game_you_scored_1_out_of_a_possible_30,_in_73_turns.	280
sucks,_doesn't_it?	281
harsh_light	282
return	283
lighting	284
output_of_several_dozen_computers	285
book	286
output	287
entire_room	288
cringing_away_from_light	289
that_game_you_scored_6_out_of_a_possible_30,_in_122_turns.	290
room	291
librarian	292
burned_wiring	293
reference	294
circulation	295
burned	296
room_seemingly_cobbled_together_over_course	297
that_game_you_scored_12_out_of_a_possible_30,_in_120_turns.	298
key	299
combined_output	300
light	301
smile	302
private_in_large_letters	303
room_cobbled_together	304
acrid_odor	305
remorse	306
tom_clancy	307
north	308
sign_marked_in_letters	309
wooden_door_bars	310
that	311
room_seemingly_cobbled_over_course_of_generations	312
pathetic	313
front_doors	314
ancient_word_of_power	315
sign_marked_in_friendly_letters	316
seemingly_cringing_away_from_flourescent_light	317
technician_pulls_out_a_piece_of_wire_and_adds_it_to_the_collection.	318
one_corner	319
Second_Floor_Stacks	320
hardly_portable	321
then_silent	322
exit_to_northwest	323
