	0
cardboard_box_here	317
red_butterflies	318
flagstones_of_path_leading_up_to_door	319
lighthouse_ruins	320
Forest_Pathway	321
bottle	322
dust_of_broken_bone	323
you_can_glimpse	324
sheet	325
you_want	326
chair	327
you_sit_on_saddle	328
bird	329
iron	330
dragon_here	331
ferocious_power	332
have_stood	333
you_large_cardboard_box	334
door	335
grate	336
its_gravelled_surface	337
soft_calls_of_wood_pigeons	338
blocked	339
tree_stump_twisting_path	340
cobwebs	341
wasteland	342
itself	343
narrow_passageway	344
box_full	345
outside	346
castle	347
he	348
look_around	349
tree	350
have_placed	351
exit_to_up	352
sound	353
dense_trees_south	354
pewter	355
patches_marram	356
splash	357
stone	358
something_slightly_fatal	359
ruins_of_room	360
dense_woodland	361
mouldy_boot	362
groups_of_bones	363
silver_bell_here	364
lighthouse	365
nail	366
somehow_shut_tight	367
darkness	368
cry_of_gulls_in_cool	369
calls_of_wood_pigeons	370
teeth	371
soles	372
country_road	373
calls_of_wood_pigeons_in_trees	374
tiny_thatched_cottage	375
south_have_now_magically_placed_back_into_game	376
north_end	377
glint_of_more_water	378
distance	379
weeds	380
nestling	381
coin	382
everything	383
cellar	384
occasional_groups_of_bones	385
groups_of_bones_in_crevices	386
sound_of_waves	387
have_now_placed_into_game	388
sea_to_west	389
Pebbled_Beach	390
lost_possessions	391
Castle_Forge	392
carved_chair_here	393
bubble_of_gas_coming	394
occasional_bubble_of_marsh_gas	395
passage_roof	396
pebbled_beach	397
long_reeds_here	398
garden	399
have_now_magically_placed_back_into_game	400
Abandoned_Inn	401
storms	402
table	403
Dragon's_Lair	404
red_dust_of_bone	405
large_oak_door	406
occasional_groups_in_shadowy_crevices	407
lighthouse_tower	408
pile	409
patches_of_marram	410
rockfall	411
its_stone_towers	412
soles_of_your_boots	413
iron_plate	414
dust_of_white_bone	415
South_End_of_a_Road	416
chimney	417
fire_burns	418
Inn_Cellar_(on_the_magnificently_carved_chair)	419
way_out_to_south	420
Darkness	421
Forbidding_Castle	422
stone_bird_bath	423
bubble_of_gas	424
bubble_of_marsh_gas	425
its_surface	426
winding	427
tables	428
path	429
keyhole	430
tunnel	431
dust_of_bone	432
dreamlike	433
old_dunes	434
hollow_tree_stump	435
cottage	436
gossamer_traceries	437
soft_calls	438
its_back	439
old_delivery_bicycle	440
red_dust	441
have_formed	442
little_path	443
morning_breeze	444
west_deeper	445
occasional_groups_of_white_bones_in_crevices	446
float	447
creature	448
sickly	449
grey_lichen	450
ancient	451
door_here	452
it_breathes	453
mug	454
have_placed_back	455
reed_flute	456
delivery	457
stale	458
large_box_full	459
have_stood_here	460
flute	461
cardboard_box	462
its_gravelled_surface_crunching_slightly_beneath_your_boots	463
on_which_cardboard_box	464
shadowy_crevices	465
south_have_magically_placed_back_into_game	466
flagstones_of_path	467
have_magically_placed_into_game	468
calls	469
spiky_patches_of_marram	470
building_by_path	471
boot	472
in_which_ancient_silver_coin	473
bottle_amongst_bones	474
large_iron_key	475
brown_sack	476
its_gravelled_surface_crunching_beneath_your_boots	477
sound_in_your_ears	478
stretch	479
chairs	480
your_footprints	481
rock	482
bubble_of_gas_coming_to_surface	483
your_recent_footprints	484
building	485
one_point	486
occasional_groups_of_white_bones_in_shadowy_crevices	487
reeds	488
horny_claws	489
pathway	490
you_cardboard_box	491
wall	492
thatched	493
air	494
little_unsafe	495
glass_bottle	496
eastwards	497
woodworm_holding_hands	498
dirty	499
empty_stone_bird_bath	500
swampy_ground_water	501
great_creature	502
cry_in_cool	503
green_glass_bottle	504
crash	505
steel	506
in_which_silver_coin	507
unsafe	508
water_from_lake	509
start_of_gravel_road_to_north	510
occasional_groups_of_bones_in_shadowy_crevices	511
other	512
delivery_bicycle	513
groups_of_bones_in_shadowy_crevices	514
moss	515
ancient_storms	516
mould	517
floorboards	518
homely	519
bicycle_lamp	520
inn	521
troll	522
have_magically_placed	523
sound_of_waves_in_your_ears	524
pebbled	525
in_which_pewter_mug	526
Flames	527
inside	528
more_mountains	529
small_silver_bell	530
lichen	531
peaceful	532
patch	533
cool	534
rough_flagstones	535
forest_pathway_grey_green_ferns	536
have_carved	537
Inside_the_Inn	538
thatched_cottage	539
clearing	540
light	541
grey_green_ferns	542
large	543
lie	544
little_country_road	545
red_dust_of_broken_white_bone	546
occasional_bubble	547
cavern	548
north	549
ground_to_west	550
have_now_placed_back_into_game	551
flagstones	552
grey_flagstones	553
opening	554
feeling_instilled_by_placid_waters	555
waves	556
south_have_placed_back	557
grass	558
eastern_wall	559
magnificently_carved_chair_here	560
man_here	561
swampy_ground_to_west	562
feel	563
place_deep	564
place	565
crashing_sound_of_waves_in_your_ears	566
rough_grey_flagstones	567
look	568
have_stood_since_beginning	569
have_placed_back_into_game	570
cry_of_gulls	571
stone_steps	572
its_gravelled_surface_crunching_slightly	573
on_which_large_cardboard_box	574
