	0
young_man_seems_to_be_waking_up.	228
voice_on_table	229
Roof	230
hideous_statue_on_shelves	231
voice_of_man	232
young_man	233
paper	234
objects	235
access_to_levels	236
masonry	237
room_to_south	238
ink	239
emitted_from_dust_on_stone_table	240
last_steps	241
of_my_memory_have_come_back_now._I_remember_that_my_name_is_Charles_Bristow_and_I_studied_archeology_and_history_in_New	242
mysterious_green_glow	243
limitless_abysses_of_inexplicably_coloured_twilight	244
smaller_room_to_south	245
south	246
limitless_abysses_of_twilight	247
charles_bristow	248
man_gets_up_from_the_table_and_looks_around,_perplexed._'I_think_I've_been_here_before',_he_mutters.	249
massive_table	250
your_score	251
outlines	252
minor_storage_chamber_connected_to_study	253
some	254
shape	255
hideous_statue	256
syllables	257
paper_on_shelves	258
previously_empty_table	259
body	260
study_dust	261
looks_at_the_city_and_shakes_his_head_in_disbelief.	262
city	263
doorway	264
your_fingers	265
twilight	266
paper_here	267
star	268
void	269
limitless_abysses_of_coloured_twilight	270
dark_domes	271
new_place	272
ground_level_of_tower	273
big	274
abyss	275
storage_chamber_connected_through_doorway_in_northern_wall	276
your_effort	277
storage_chamber_connected_to_study_through_doorway	278
it	279
crowded_with_hazy_objects_like_shadows	280
silent_silhouette_against_clear_star	281
my	282
shelf	283
base	284
access	285
empty_table	286
archeology	287
iron	288
new_england	289
crowded_with_hazy_objects_much_like_shadows	290
picks_up_a_vial._'I_saw_this_before_in_a_dream',_he_says_and_puts_it_back.	291
fruit	292
some_writing	293
hall	294
language	295
written	296
man_stirs_in_his_sleep.	297
black	298
mysterious_vial	299
minor_storage_chamber_connected_through_doorway_in_wall	300
bookshelves	301
cascade	302
walking_behind_you	303
level	304
silhouette	305
spider	306
voice_of_man_on_table	307
his	308
chamber_inside_tower	309
sighs_deeply_and_says_'Will_I_ever_see_Miriam_again?'_to_himself.	310
storage_chamber_connected_to_study_through_doorway_in_northern_wall	311
much_shadows	312
doorway_northern_wall	313
access_to_higher_levels	314
man	315
element	316
dust_webs	317
statue_on_shelves	318
stone	319
Something_terrible_happened_but_of_that_I_can_recall_only_small_fragments.'_He_looks_around_the_chamber_and_says_with	320
